text,sentiment,group
humor porta fundo fundão thenoite,0,train
vida gente lind fácil né olhar amor vitor b tá receber     hahaha,1,train
gostar comer fruto mar dobrader língua Mocotó cozidão rabar sushi sashimi altashora username,1,train
Bora rezar pra tortinha crua to maligna hoje ficavictorbourguignon,0,train
q comida horrível verde kkk,0,train
olhar ninaa thenoite,1,train
massar rodrigo santoro hoje papo fluir bacano,1,train
maisvocê achar chato levar convidado ficar cortar pra passar jornalismosendo q jornal pra  ,0,train
inteligência sabedoria padre fábio Melo ser entrevistar bial tdb,1,train
aguardar repescagem username,1,train
parabéns otaviano deu abençoe grandemente  ,1,train
sinal tv deixar assistir aaa,0,train
de aqui marco Belutti pegar música safadao emprestar,0,train
porrar Mozao conseguir vitor,1,train
nar rei   ,1,train
desgraaaçaaar,0,train
username flopar streaming hj q mancar,0,train
verdade homem achar mandar terror homem mulher independente encontro,0,train
gente episódio sensacional vitor b    ,1,train
sapezal mt chamo geladinho sacole,1,train
mau passar number ano mãe n acreditar castigo pra pedofilo cadeia perpétuo,0,train
nao adianta q chegar atrasado mônica vc ñ chegar pe graça de ela,0,train
tomar q esqueçar sal canja galinha equipe vermelho percar masterchefbr,0,train
diretor filme username fiquei vontade assistir sigaorastro,1,train
username homenagem david bowie camisa videoshowaovivo,1,train
username dever informar tt patrocinar,0,train
belo Gil ensinar receita estranhas pra alguém comer estranhar,0,train
namario Braga unicórnio   bom feira maisvoce,1,train
gente apaixonar padre achar sensato falar   deusacimadereligiaor,1,train
dia mães,1,train
sonhar comida ai ir lembrar masterchef ai ir lembrar vitor b sair ir dormir chorar,0,train
,1,train
username maravilhoso,1,train
expressar corpo escolha vida username      ,1,train
amo vídeo showassistar dia beijo username username      ,1,train
pra semana bom ver maravilhoso username  ,1,train
torcer equipeazul programa masterchefbr,1,train
danilo oh bom   ,1,train
amooor,1,train
yuko socar bacon masterchefbr,0,train
querer victor b saísse masterchefbr,0,train
copa super,0,train
empratação fabrizio triste masterchefbr,0,train
ana Maria mandar pra mimar convir programa nhoque abóbora maisvocê,1,train
legal Bela Gil querer falar história placenta achei curioso,1,train
yuko cozinhar comida tailandês casa kkk,0,train
sofia enter pq joca t enchar number   dança famoso participar ficar videoshowaovivo Haha,0,train
ir jantar arrumar coisa pra pra casa nega amanhã deitar pra assistir,1,train
tô tentar manoel   ator,0,train
galinhar sardinha,1,train
crush sair cozinha yuko ficar,1,train
soh q torcida username Username Username username pra username ces mandar,1,train
hoje sair homem,1,train
semana q,1,train
paolla super apegar luck igualzinha mariano hahahahar,1,train
maiaraemaraisanobial figura simpático talentosa extrovertida merecer sucesso conversacombial,1,train
eis username jogar algum prato hahahahah,0,train
joka dancinha sensacional Hahahha,1,train
de aqui muito cultura madrugada literatura música imperdível,1,train
Bahia dimdim geladinho,1,train
gostar de esse looks,0,train
leonardo Bruna edição,1,train
sandy tar linda   encontro,1,train
coitar vitor b,0,train
sophia doente igual eu chorar kkk,1,train
username adorooo,1,train
deu bad Encontro,0,train
chorar maluma n dizer,1,train
programa começar lauro Jardim responsável jogar merda ventilador,0,train
hj ana Maria enterrar infância maisvoce,0,train
dia ser flop username,1,train
porrar medo kkk,0,train
frescura pra comer comida graça,1,train
Victor b voltar crl garoto voooa,1,train
saudade eterno var arrepia ate alma,1,train
hoje team username Username Username Username Username Username username,1,train
universo paralelo username convidar participar programa tv   abrir   Brasil username,1,train
ser sandy peir lindo perfeitinha encontro,1,train
impossivel assistir masterchef Estomago vazio,0,train
hj 3 assistar,1,train
olhar pro nar rei sentir paz áurea cara,1,train
aquarelar voz diva username deusss morta    lindeza username username,1,train
username embassar cara estiloso poha putar intérprete encontro,1,train
dia p q ficar assistir hoje zumbizando trabalho,1,train
sair mtaa,0,train
gente papa masterchefbr,0,train
fazer mirian to rir cara,1,train
sensacional hoje,1,train
sardinha lata ingrediente fantástico saboroso versátil masterchefbr,1,train
vanessa mata opinião maternidade,1,train
cláuder raia fátima bernarde vídeo show videoshowaovivo,1,train
amo sardinha comer  ,0,train
mir odiar haha,1,train
sobremesa vila powercouplebr,1,train
gente começar chorar hein,0,train
Caralho ligueir tv ver jax malhar palmito,1,train
ana Maria programa diferente cara merda ver,0,train
meta vida escrever number livro augusto curyr   ,1,train
aaa consigo  ,1,train
nao acresito tar quase gritar,1,train
username hoje dia paola tveu fico ancioso  ,1,train
mordar ciumesss,1,train
tchan dançarina dááááááá   precisar dançarina fazer coreografia pra aprender relembrar   altashora,0,train
hebe camargo ver brasileiro amigo grande apresentadora brasileiro,1,train
master chef Japão ja manha kkk,1,train
começar domingo legal   cdanodomingolegal,1,train
xoney musculoso tatuagem,1,train
username senhora maravilhoso desconstruir pouquinho ideia maternidade biológico lindar altashora,1,train
number ano comercial,0,train
bial maravilhoso adiantar conversacombial,1,train
moro jequiéba Dimdim chamar apolo geladinhar,1,train
defensor porte arma username     username tbm j c feyer username,0,train
achar q bial dever imparcial questão político q forçar pessoa falar santoro,0,train
Augusto cury hoje percar,1,train
username falar username q admirar   ,1,train
to ficar nervoso prova masterchefbr,1,train
achar q rodrigo santoro ñ montar cavalo cena westworld escada ferro,0,train
gente sinto falha erro gravação novela sophianovídeoshowaovivo,1,train
ai rapaz fernando nao acreditar masterchefbr,1,train
vida injusto comigo superano pprt sdv,1,train
mudar nome vídeo funerár comentsr,0,train
sono cadê acabar aparecer,0,train
nascer pra cibele ritinho   certo cibele lacrar video time ritinha Rui,1,train
programa hoje tar maravilhoso,1,train
adorar cara blusa preto frente tchan hahaha,1,train
Sophia joca dever dupla fixo bom vídeoshowcomsophiaabrahão,1,train
fosseu nesses number minuto ir começar conseguir empratar,0,train
sério ta rolar materia quase meia hora unicórnio ano Maria Stop the drugs Maisvoce,0,train
ir pro puteirooo conversacombial,1,train
kkkk adorar link paola x Joaquim Lopes,1,train
ruim acabar ficar empolgadão pra cozinhar number   mãe tá dormir number   silêncio total pra rainha,0,train
omg massacrar criatividade tailandês yuko   ,1,train
carar babaco encontro,0,train
mulher maravilhoso username altashora,1,train
vídeoshowaovivo fátima bernarde show,1,train
otp aparecer username monico pedir reencontro  ,1,train
username username Foda né ninguém merecer hahahahha maiaraemaraisanobial,0,train
cabelo Tiê televisão acordar,0,train
  masterchefbr,1,train
ta cara nicholas prattesss,1,train
sorrir pretender levar vida zeca pagodinho homenagear cartola lir papo,1,train
poliça,1,train
gente comer jambu pra colocar prato,0,train
belo família number filho parabéns,1,train
encontro tá kkk,1,train
mirian sair ninguém aguentar,0,train
tá ver vermelha merecia tá eliminação tar bolar plano pra ferrar amiguinho,1,train
deu prévio amor vida vulgo henrique fogaça querer   ,1,train
bial falar gente rir td rir caralho corrupto sangue pobre mão conversacombial,0,train
mano olhar cara tá falar deu permitir morrer conversar aprender username conversacombial,1,train
gente belo Gil criança dançar odalisca carla perez clip tchan dirigir preto Gil,1,train
cena afavorita atropelamento Nelson forte vídeoshowaovivo,0,train
rodada noite ta maravilhoso cm pessoal praça melhor d,1,train
ta dar vontade tapa cara leooo,0,train
forçado cissa guimarães impossível edecasa,0,train
minissérie contar historia Hebe pensar username,1,train
mirer sair,1,train
gente cora quanto ano   falar melhor adulto,1,train
Cadê chegar,0,train
dia anjo presente homenagem pra vida 3 musica lindo ha ano playlist   thenoiter,1,train
ana Maria tá resenha hoje,1,train
tô assistir ep michele aderlizar prova eliminação preço,1,train
galerar ta faltar ator globo caramba caio Castro paollar   ,0,train
Nobby clifford pensar em isso sentido Arrepiei pasqualer desculpa perspectiva branco,1,train
aaaa Sophia falar mel aaa,1,train
odeio ansioso,0,train
ai vitor b cozinhar ancioso   ,1,train
único vantagem vitor b sair masterchef nao ir atrasar pro serviço,1,train
to quase chorar,0,train
ja pra tombar tombei,1,train
edecasa belo matéria azaléia saúde Canina ingrid Guimarães guerreira maravilhoso explanar assunto delicar p,1,train
santoro number ano em é lir username,1,train
mezanino cair pke tá peso masterchefbr,1,train
candidato prometer acabar fátima bernarde voto number,0,train
machista passar mãe ranço ver   encontro,0,train
username torcida Corinthians paulistão cara sério,1,train
milk shakes   q u r,1,train
username Username Username ficayuko rainha,1,train
assistir equipe azul tar gritar acreditar precisar perder em é tr sério,1,train
rir programa           ,0,train
tacar sardinha fubá frito tá pronto prato,1,train
casa pq ñ chegar teto tar pontacabeça pq vc demor Arnaldoantunes username username,1,train
achar sophia ta assistir muito vampiro pra number ano espera kkk,0,train
achar criança nicola pratte,1,train
Augusto cury fodaa ótimos livro,1,train
chorar matéria adoção filho dor passar encontro,1,train
maluma deu homem 3,1,train
mto fátima bonner junto novamente ver cena dor   ,0,train
fernando sair agr tbm fuder,0,train
criançaaar lindar deu amor,1,train
carro tbm viajo América latina Encontro,1,train
aiiir tô ficar nervoso,0,train
hj diaaa ansioso,1,train
kkk amei,1,train
shippar username username 3,1,train
saudade acordar pra assistir ana Maria,1,train
tô ver deixar bigode em en marco banda username,1,train
ja preparar pra mirian sair hj,1,train
rafah brite lindo mamãer parabéns linda familia,1,train
socorro ana Maria ta pijama unicórnio kkk,1,train
olho ser hipinótico fixar eu quase estar examinar alma,1,train
vamar contar qtas mr catra falar tá mó barato entrevista thenoiter,0,train
deu azul ganhar,1,train
  feio família   ngm bonito kkkk,0,train
achar sophia abr graça   vídeoshowaovivo bom joca,0,train
digam sair semana passado masterchefbr,1,train
username belo fazer bom trabalho videoshowaovivo,1,train
valer maratona pq tô fazer bj,1,train
nar rei aaah   ,1,train
robertchay,1,train
video show ta chato hoje  ,0,train
cair cisco olho sportgigante,1,train
  pensar gerenciamento esgota cérebro   Augusto cury conversacombial,1,train
Leonardo ana luizar pra eu indiferente eu poder sair mão dar,0,train
tar preparado psicologicamente muito saudade porraaa   ,1,train
vanessa mata cantar nadaaa,0,train
pqr victor b sair,0,train
atentar,1,train
joca magda,1,train
gente eliminado,1,train
bom programa tarde sucesso username username,1,train
Tiê maravilhosaaa,1,train
to Surtandooo,1,train
Aaa voltar     username username,1,train
bom dia leo mirir sair juntinho,0,train
delícer adorar cachorro ativo superativo hiperativo kkkk agitação edecaso,1,train
cara plateia prova precisar abrir mente   ,0,train
elenco carinha anjo completinho palco,1,train
bater fome,1,train
Manooo tá ler crê hoje,1,train
username adorar causa resto equipe tô torcer pro time azul masterchefbr,0,train
tá lir adoção generosidade altruísmo amar alguém acolher obrigação  ,1,train
  ansiedade s c   bial venerar,1,train
nar amor vida,1,train
adriano dar tapa cara sociedade juízar  ,1,train
pensar propaganda dizer volta sonhooor,1,train
to nervoso vitor masterchefbr,0,train
abri reportagem pensar q ser amenidade ler spoiler number próximo eliminada   tô triste,0,train
Raul fogaça grande hidratadão respeitar,1,train
gostar vídeo sandy cantar evidência mesa implorar precisar,1,train
aninhar trazer homem lir cozinhar voce vivo maisvoce,1,train
yuko vitor b,0,train
tar ver ep masterchef mds quase ataque cardíaco victor b,0,train
gostar bruxa mirian dever sair,0,train
bial mostrar meme rede   rouber de aqui   so,0,train
username sabor homenagem espinho começo temporada    finalmente taioba tbm la guapa  ,1,train
filho serginho lir      tô chorar emoção,1,train
gente     aceitar douglo sair mc,0,train
username edecasa,1,train
sonho fatimabernarde pertinho rei show de ele dia number nao conseguir roso,1,train
gente agonier colar vanessa mata garganta tar ser perfurar tá conseguir cantar,0,train
doug maravilhoso gaúchar gaúcha maravilhoso brilho ser eternamente lembrar username  ,1,train
beleza sandy Sandynoencontro,1,train
mirian nivel arrogancia putar parir mulher chato porra Masterchefbr,0,train
hoje fogaça prévia assistir porcaria masterchefbr apreviar,0,train
assisti masterchef claro botar pra gravar adoro entrevista padre fábio Melo ir assistir,1,train
orgulhooo teamanaluiza ficaanaluiza,1,train
Carlos Alberto nóbrega homem thenoiter thenoitecomdanilogentili,1,train
